Mes - año,#,Artista,Canción,Clasificación máxima,Semanas en top,Reproducciones
2022 ENERO,79,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),21,27,356477
2022 ENERO,80,"Rauw Alejandro, Mr. Naisgai",2/Catorce,5,43,356273
2022 ENERO,81,"Wisin, JHAYCO, Anuel AA, Los Legendarios, Myke Towers",Fiel - Remix,4,31,354384
2022 ENERO,82,"Bad Bunny, ROSALÍA",LA NOCHE DE ANOCHE,2,59,353138
2022 ENERO,83,Marcianeke,No Se Piken,13,26,352713
2022 ENERO,84,Adele,Easy On Me,31,13,343600
2022 ENERO,85,"ROSALÍA, The Weeknd",LA FAMA,40,9,343253
2022 ENERO,86,"Mora, JHAYCO",512,11,49,341693
2022 ENERO,87,Doja Cat,Woman,33,26,340977
2022 ENERO,88,Amara Ignacia,COMPLICES,52,9,340242
2022 ENERO,89,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",Poblado - Remix,6,30,336679
2022 ENERO,90,Ingratax,Pari?s,10,27,330331
2022 ENERO,91,Trueno,FEEL ME??,42,17,329111
2022 ENERO,92,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,31,29,326918
2022 ENERO,93,Santaferia,Algún Día Volverás,39,178,324071
2022 ENERO,94,"Feid, KAROL G",FRIKI,93,5,318437
2022 ENERO,95,"Camilo, Evaluna Montaner",Índigo,20,13,314018
2022 ENERO,96,Ak4:20,Skyline,16,56,312789
2022 ENERO,97,"Ryan Castro, Feid",Monastery,97,5,310387
2022 ENERO,98,"ACRAZE, Cherish",Do It To It,98,7,307810
2022 ENERO,99,"Jossef, Jamby El Favo, Eix",Persia - Remix,19,37,306593
2022 ENERO,100,Santaferia,EL Gil De Tu Ex,28,220,304108
2022 FEBRERO,1,Standly,Pégate,1,7,2232306
2022 FEBRERO,2,Cris Mj,Una Noche en Medellín,2,4,2184229
2022 FEBRERO,3,"Rauw Alejandro, Chencho Corleone",Desesperados,2,10,2162043
2022 FEBRERO,4,"Becky G, KAROL G",MAMIII,4,1,1640154
2022 FEBRERO,5,"Standly, El Barto",Mi Gata,1,12,1477037
2022 FEBRERO,6,"Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile",Los Malvekes,1,16,1411581
2022 FEBRERO,7,"Pailita, Cris Mj, Big Cvyu",Dime Tú,7,2,1329561
2022 FEBRERO,8,"Tainy, Bad Bunny, Julieta Venegas",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),1,20,1310944
2022 FEBRERO,9,"La Pantera, Quevedo, Juseph, ABHIR, Bejo, Cruz Cafuné, EL IMA","Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",9,2,1275750
2022 FEBRERO,10,"JOSEPE EL DEMENTE, Sayian Jimmy",Morena Cachetona,7,7,1200568
2022 FEBRERO,11,El Jordan 23,Anti Rana,11,4,1161292
2022 FEBRERO,12,Bad Bunny,Yonaguni,1,37,1131775
2022 FEBRERO,13,"Blessd, Justin Quiles, Lenny Tavárez",Medallo,3,16,1107256
2022 FEBRERO,14,"Boza, Lunay, Lenny Tavárez, Juhn, Beéle",Ella - Remix,8,16,989283
2022 FEBRERO,15,"El Barto, El Jordan 23, Standly, Drakomafia, Yong Bryel",Flaytiando,12,7,972461
2022 FEBRERO,16,"Bizarrap, Tiago PZK","Tiago PZK: Bzrp Music Sessions, Vol. 48",11,8,856789
2022 FEBRERO,17,"Aventura, Bad Bunny",Volví,1,29,851320
2022 FEBRERO,18,Young Cister,Casi Amor De Verano,5,8,817379
2022 FEBRERO,19,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,11,25,811263
2022 FEBRERO,20,"Alvaro Diaz, Rauw Alejandro",Problemón,20,9,809972
2022 FEBRERO,21,Marcianeke,Qué Pasa?,3,16,798798
2022 FEBRERO,22,"Rvssian, Rauw Alejandro, Chris Brown",Nostálgico,4,23,785083
2022 FEBRERO,23,"El Jordan 23, Standly",Bailando,23,1,779332
2022 FEBRERO,24,Marcianeke,Waka Waka,24,3,778171
2022 FEBRERO,25,"Dímelo Flow, Dalex, Sech, Justin Quiles, Arcángel, De La Ghetto, Lenny Tavárez",Se Le Ve,25,25,769095
2022 FEBRERO,26,"Polimá Westcoast, Pablo Chill-E, Harry Nach, Galee Galee, ITHAN NY",MONEYMAN (feat. Galee Galee & ITHAN NY),9,11,746742
2022 FEBRERO,27,"Bad Bunny, JHAYCO",DÁKITI,1,68,740248
2022 FEBRERO,28,"JHAYCO, Anuel AA",Ley Seca,1,24,734019
2022 FEBRERO,29,"Pailita, Marcianeke",Dimelo Ma,2,41,722377
2022 FEBRERO,30,"Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole",Entre Nosotros (Remix) [con Nicki Nicole],8,7,721944
2022 FEBRERO,31,"Anuel AA, Myke Towers, JHAYCO",Súbelo,6,13,716506
2022 FEBRERO,32,"Nickoog Clk, Izahn, Standly",Mi Waxita,24,11,687683
2022 FEBRERO,33,Cris Mj,Locura y Maldad,20,18,686868
2022 FEBRERO,34,"zzoilo, Aitana",Mon Amour - Remix,17,21,679832
2022 FEBRERO,35,"Young Cister, Duki",DOLCE,32,2,661706
2022 FEBRERO,36,"Mora, Bad Bunny, Sech",Volando - Remix,3,32,643761
2022 FEBRERO,37,"Tiago PZK, Trueno",Salimo de Noche,17,17,608621
2022 FEBRERO,38,"TINI, L-Gante",Bar,26,14,587317
2022 FEBRERO,39,Bad Bunny,A Tu Merced,10,103,583639
2022 FEBRERO,40,"Arte Elegante, Marcianeke",En las Malas y Buenas,16,24,573526
2022 FEBRERO,41,Farruko,Pepas,1,33,570915
2022 FEBRERO,42,"ITHAN NY, Marcianeke",Las Naik,12,25,554285
2022 FEBRERO,43,"Adan La Amenaza, Yohancito, Marcianeke, El BAI, Pailita, Yordano El Menor, Balbi El Chamako, Jairo Vera, King Savagge",Dele Cotele 3,18,13,546947
2022 FEBRERO,44,"Drago200, Ak4:20",TOTA,32,23,544076
2022 FEBRERO,45,Rauw Alejandro,Todo De Ti,1,39,532492
2022 FEBRERO,46,Myke Towers,ALMAS GEMELAS,8,30,531471
2022 FEBRERO,47,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,2,34,530355
2022 FEBRERO,48,KAROL G,SEJODIOTO,15,21,512459
2022 FEBRERO,49,"Polimá Westcoast, Pablo Chill-E, ARON",Cu4tro,4,24,511349
2022 FEBRERO,50,"Bad Bunny, Daddy Yankee",La Santa,3,103,507609
2022 FEBRERO,51,"Harry Nach, Marcianeke",¿Por Qué Te Enojái?,9,20,491214
2022 FEBRERO,52,"J Balvin, Sech",Una Nota,8,23,486563
2022 FEBRERO,53,Maluma,Sobrio,14,32,473413
2022 FEBRERO,54,"Pailita, El Casti, Bigcvyu",Hooka,46,9,466880
2022 FEBRERO,55,"Balbi El Chamako, Marcianeke, El BAI",Ponle,20,33,452389
2022 FEBRERO,56,"Randy, Ape Drums",23 (With Ape Drums),10,19,445117
2022 FEBRERO,57,Sebastian Yatra,Tacones Rojos,49,15,438987
2022 FEBRERO,58,Bad Bunny,120,22,41,433972
2022 FEBRERO,59,"TINI, Maria Becerra",Miénteme,9,42,423409
2022 FEBRERO,60,"Bad Bunny, Mora",Una Vez,17,103,402546
2022 FEBRERO,61,Rauw Alejandro,Cúrame,23,30,397834
2022 FEBRERO,62,Nicky Jam,Ojos Rojos,62,3,395196
2022 FEBRERO,63,Trueno,DANCE CRIP,25,13,382453
2022 FEBRERO,64,"J Balvin, Maria Becerra",Qué Más Pues?,3,38,381732
2022 FEBRERO,65,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,26,15,381468
2022 FEBRERO,66,"Galee Galee, Harry Nach, Pablo Chill-E",Big Cut,9,34,371470
2022 FEBRERO,67,LIT killah,La Trampa es Ley,67,1,369897
2022 FEBRERO,68,Rauw Alejandro,Sexo Virtual,23,34,367214
2022 FEBRERO,69,"Tiago PZK, LIT killah",Entre Nosotros,7,32,366082
2022 FEBRERO,70,"Sebastian Yatra, Myke Towers",Pareja Del Año,2,44,365851
2022 FEBRERO,71,Rauw Alejandro,CAPRICHOSO,71,1,364124
2022 FEBRERO,72,Bad Bunny,Si Estuviésemos Juntos,14,165,362162
2022 FEBRERO,73,Bad Bunny,La Difícil,2,103,361165
2022 FEBRERO,74,"Polimá Westcoast, Pailita",ULTRA SOLO,74,1,359162
2022 FEBRERO,75,"Don Omar, Nio Garcia",Se Menea,41,14,358571
2022 FEBRERO,76,"Wisin, JHAYCO, Ozuna, Los Legendarios",Emojis de Corazones (feat. Los Legendarios),27,21,352674
2022 FEBRERO,77,Bad Bunny,TE MUDASTE,3,64,349992
2022 FEBRERO,78,Bad Bunny,Vete,2,117,343423
2022 FEBRERO,79,Pablo Alborán,Saturno,49,80,343352
2022 FEBRERO,80,"Cris Mj, Marcianeke",Bichiyal,60,14,343198
2022 FEBRERO,81,Justin Quiles,Colorín Colorado,54,21,341967
2022 FEBRERO,82,Bad Bunny,Si Veo a Tu Mamá,4,103,341632
2022 FEBRERO,83,"Bad Bunny, ROSALÍA",LA NOCHE DE ANOCHE,2,64,340737
2022 FEBRERO,84,"Feid, KAROL G",FRIKI,84,10,340489
2022 FEBRERO,85,"ITHAN NY, Drakomafia, JulianoChieff",Piramide,85,2,340116
2022 FEBRERO,86,Dua Lipa,Don't Start Now,24,120,334849
2022 FEBRERO,87,"J Balvin, Bad Bunny",LA CANCIÓN,5,138,334822
2022 FEBRERO,88,"El Jordan 23, Cris Mj",Ta' Soltera,85,10,332693
2022 FEBRERO,89,"Rauw Alejandro, Mr. Naisgai",2/Catorce,5,48,328199
2022 FEBRERO,90,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,1,88,325318
2022 FEBRERO,91,"Sech, JHAYCO",911 (Remix),6,32,323957
2022 FEBRERO,92,Santaferia,Algún Día Volverás,39,183,319570
2022 FEBRERO,93,"JHAYCO, Bad Bunny",CÓMO SE SIENTE - Remix,1,93,317466
2022 FEBRERO,94,"Carolina Gaitán, Mauro Castillo, Daniela Sierra, Juanse Diez, Isabel Garcés, Olga Lucía Vives, Encanto - Elenco",No se habla de Bruno,94,6,311169
2022 FEBRERO,95,Natalia Lafourcade,Hasta la Raíz,69,14,308464
2022 FEBRERO,96,"Wisin, Camilo, Los Legendarios",Buenos Días,92,5,306178
2022 FEBRERO,97,Santaferia,EL Gil De Tu Ex,28,225,302675
2022 FEBRERO,98,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),21,32,300820
2022 FEBRERO,99,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),47,68,297506
2022 FEBRERO,100,Doja Cat,Woman,33,31,296766
2022 MARZO,1,Cris Mj,Una Noche en Medellín,1,8,2934469
2022 MARZO,2,"Polimá Westcoast, Pailita",ULTRA SOLO,2,5,2586641
2022 MARZO,3,"El Jordan 23, Standly",Bailando,3,5,2102782
2022 MARZO,4,Standly,Pégate,1,11,1955949
2022 MARZO,5,"Rauw Alejandro, Chencho Corleone",Desesperados,2,14,1849905
2022 MARZO,6,"Becky G, KAROL G",MAMIII,2,5,1827587
2022 MARZO,7,El Jordan 23,Anti Rana,7,8,1677347
2022 MARZO,8,"Balbi El Chamako, El BAI, Marcianeke, Pailita, Young Cister, Jairo Vera, Harry Nach, Forest, Julianno Sosa, Franco ""El Gorilla"", Cris Mj",Ponle - Remix,7,4,1391079
2022 MARZO,9,"Standly, El Barto",Mi Gata,1,12,1351214
2022 MARZO,10,"Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile",Los Malvekes,1,20,1314889
2022 MARZO,11,"El Barto, El Jordan 23, Standly, Drakomafia, Yong Bryel",Flaytiando,11,11,1254798
2022 MARZO,12,"Tainy, Bad Bunny, Julieta Venegas",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),1,24,1169228
2022 MARZO,13,"JOSEPE EL DEMENTE, Sayian Jimmy",Morena Cachetona,7,11,1150028
2022 MARZO,14,"La Pantera, Quevedo, Juseph, ABHIR, Bejo, Cruz Cafuné, EL IMA","Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",9,6,1146496
2022 MARZO,15,Bad Bunny,Yonaguni,1,41,1029328
2022 MARZO,16,"Blessd, Justin Quiles, Lenny Tavárez",Medallo,3,20,1001535
2022 MARZO,17,"Nickoog Clk, Pailita, Simon la Letra, Standly",Phillie y Botella (Remix),17,4,956254
2022 MARZO,18,"Boza, Lunay, Lenny Tavárez, Juhn, Beéle",Ella - Remix,8,20,848664
2022 MARZO,19,Anitta,Envolver,19,2,839346
2022 MARZO,20,"Aventura, Bad Bunny",Volví,1,33,827808
2022 MARZO,21,Bad Bunny,A Tu Merced,10,107,820908
2022 MARZO,22,"Bizarrap, Tiago PZK","Tiago PZK: Bzrp Music Sessions, Vol. 48",11,12,814392
2022 MARZO,23,Cris Mj,Como Te Va,23,3,797961
2022 MARZO,24,Cris Mj,Locura y Maldad,20,22,764170
2022 MARZO,25,"Lleflight, Pablo Chill-E, Gino Mella, Julianno Sosa, El Jordan 23, King Savagge, Polimá Westcoast, Drago200, Jairo Vera, Galee Galee, Best","FULL PIOLI 2.O (feat. Julianno Sosa, El Jordan 23, King Savagge, Polima West Coast, Drago200, Jairo Vera, Galee Galee, Best)",25,1,763423
2022 MARZO,26,Young Cister,Casi Amor De Verano,5,12,741020
2022 MARZO,27,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,11,29,720301
2022 MARZO,28,"Polimá Westcoast, Pablo Chill-E, Harry Nach, Galee Galee, ITHAN NY",MONEYMAN (feat. Galee Galee & ITHAN NY),9,15,716345
2022 MARZO,29,"Bizarrap, Residente","Residente: Bzrp Music Sessions, Vol. 49",16,2,711978
2022 MARZO,30,"Nickoog Clk, Izahn, Standly",Mi Waxita,24,15,689156
2022 MARZO,31,"Bad Bunny, Daddy Yankee",La Santa,3,107,674917
2022 MARZO,32,"Bad Bunny, JHAYCO",DÁKITI,1,72,668869
2022 MARZO,33,"Alvaro Diaz, Rauw Alejandro",Problemón,20,13,660459
2022 MARZO,34,"Harry Nach, ITHAN NY, Galee Galee, Julianno Sosa",Prende el Party,34,2,658465
2022 MARZO,35,"Dímelo Flow, Dalex, Sech, Justin Quiles, Arcángel, De La Ghetto, Lenny Tavárez",Se Le Ve,25,29,657092
2022 MARZO,36,"Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole",Entre Nosotros (Remix) [con Nicki Nicole],8,11,645506
2022 MARZO,37,"Rvssian, Rauw Alejandro, Chris Brown",Nostálgico,4,27,640890
2022 MARZO,38,Marcianeke,Qué Pasa?,3,20,630592
2022 MARZO,39,"Young Cister, Duki",DOLCE,32,6,619583
2022 MARZO,40,"El Jordan 23, Pipo Beatz",Ando,40,3,617268
2022 MARZO,41,"JHAYCO, Anuel AA",Ley Seca,1,28,612887
2022 MARZO,42,"Standly, Polimá Westcoast",Me Voy Contigo,42,3,605824
2022 MARZO,43,"Mora, Bad Bunny, Sech",Volando - Remix,3,36,604588
2022 MARZO,44,C. Tangana,Demasiadas Mujeres,41,5,600084
2022 MARZO,45,"Pailita, El Casti, Bigcvyu",Hooka,45,13,595318
2022 MARZO,46,"Anuel AA, Myke Towers, JHAYCO",Súbelo,6,17,589098
2022 MARZO,47,"zzoilo, Aitana",Mon Amour - Remix,17,25,562843
2022 MARZO,48,Marcianeke,Waka Waka,24,7,552593
2022 MARZO,49,"Drago200, Ak4:20",TOTA,32,27,518092
2022 MARZO,50,JHAYCO,Sensual Bebé,50,1,516187
2022 MARZO,51,Zion & Lennox,Yo Voy (feat. Daddy Yankee),51,4,509040
2022 MARZO,52,"Arte Elegante, Marcianeke",En las Malas y Buenas,16,28,484635
2022 MARZO,53,"El Goldo De Las Conec, Marcianeke, King Savagge, Pablito Rolayork, Jairo Vera, Yong Bryel, Tunechikidd, El BAI, Sayian Jimmy, Benja el Menorcito, Benji Gramitos, Jhon Jairo, Lil Geremi, Yiordano Ignacio",Shikipla - Remix,53,2,483697
2022 MARZO,54,"TINI, L-Gante",Bar,26,18,463538
2022 MARZO,55,"Bad Bunny, Mora",Una Vez,17,107,460006
2022 MARZO,56,"Tiago PZK, Trueno",Salimo de Noche,17,21,456016
2022 MARZO,57,Myke Towers,ALMAS GEMELAS,8,34,454155
2022 MARZO,58,"ITHAN NY, Marcianeke",Las Naik,12,29,448545
2022 MARZO,59,"Pailita, Marcianeke",Dimelo Ma,2,45,447980
2022 MARZO,60,Ryan Castro,Jordan,60,4,446244
2022 MARZO,61,"Adan La Amenaza, Yohancito, Marcianeke, El BAI, Pailita, Yordano El Menor, Balbi El Chamako, Jairo Vera, King Savagge",Dele Cotele 3,18,17,443470
2022 MARZO,62,Marcianeke,Colores,62,1,422811
2022 MARZO,63,KAROL G,SEJODIOTO,15,25,422139
2022 MARZO,64,Maluma,Sobrio,14,36,417319
2022 MARZO,65,Rauw Alejandro,Todo De Ti,1,43,411322
2022 MARZO,66,Farruko,Pepas,1,37,406716
2022 MARZO,67,Bad Bunny,La Zona,21,20,402985
2022 MARZO,68,Sebastian Yatra,Tacones Rojos,49,19,389062
2022 MARZO,69,"El Jordan 23, Cris Mj",Ta' Soltera,69,14,385697
2022 MARZO,70,"J Balvin, Sech",Una Nota,8,27,385433
2022 MARZO,71,"TINI, Maria Becerra",Miénteme,9,46,380585
2022 MARZO,72,"Polimá Westcoast, Pablo Chill-E, ARON",Cu4tro,4,28,373577
2022 MARZO,73,"Galee Galee, Harry Nach, Pablo Chill-E",Big Cut,9,38,370678
2022 MARZO,74,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,26,19,359662
2022 MARZO,75,Rauw Alejandro,Cúrame,23,34,359339
2022 MARZO,76,"Rauw Alejandro, Mr. Naisgai",2/Catorce,5,52,357968
2022 MARZO,77,"Randy, Ape Drums",23 (With Ape Drums),10,23,349670
2022 MARZO,78,Bad Bunny,Si Estuviésemos Juntos,14,169,348762
2022 MARZO,79,"Tiago PZK, LIT killah",Entre Nosotros,7,36,346579
2022 MARZO,80,DEKKO,12x3,78,8,342209
2022 MARZO,81,"J Balvin, Bad Bunny",LA CANCIÓN,5,142,335624
2022 MARZO,82,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,28,122,334173
2022 MARZO,83,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,1,92,333991
2022 MARZO,84,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,2,38,333150
2022 MARZO,85,Doja Cat,Woman,33,35,331515
2022 MARZO,86,Dua Lipa,Don't Start Now,24,124,331174
2022 MARZO,87,"Cris Mj, Marcianeke",Bichiyal,60,18,328147
2022 MARZO,88,"Sebastian Yatra, Myke Towers",Pareja Del Año,2,48,326417
2022 MARZO,89,Bad Bunny,La Difícil,2,107,326024
2022 MARZO,90,"Anitta, Justin Quiles",Envolver Remix,90,2,322045
2022 MARZO,91,Bad Bunny,TE MUDASTE,3,68,319152
2022 MARZO,92,"Feid, KAROL G",FRIKI,84,14,316241
2022 MARZO,93,Bad Bunny,Vete,2,121,314100
2022 MARZO,94,LIT killah,La Trampa es Ley,67,5,313479
2022 MARZO,95,King Savagge,Pantano,95,4,308021
2022 MARZO,96,"Harry Nach, Marcianeke",¿Por Qué Te Enojái?,9,24,307065
2022 MARZO,97,Bad Bunny,Si Veo a Tu Mamá,4,107,306208
2022 MARZO,98,"JHAYCO, Bad Bunny",CÓMO SE SIENTE - Remix,1,97,304328
2022 MARZO,99,"El Jordan 23, Pablo Chill-E, Marcianeke, Lleflight, El Barto, Jonakapazio, Ben Bulgari, Pailita","De Las Torres (feat. Lleflight, El Barto, Jonakapazio, Pailita, Ben Bulgari) - Remix",99,17,304108
2022 MARZO,100,"J Balvin, Maria Becerra",Qué Más Pues?,3,42,296155
2022 ABRIL,1,"Ak4:20, Pailita, Cris Mj",Me Arrepentí,1,3,5895599
2022 ABRIL,2,"Polimá Westcoast, Pailita",ULTRA SOLO,1,9,3846213
2022 ABRIL,3,Cris Mj,Una Noche en Medellín,1,12,3121503
2022 ABRIL,4,"Pailita, Cris Mj, Big Cvyu",Dime Tú,4,9,2514442
2022 ABRIL,5,"El Jordan 23, Standly",Bailando,3,9,2162778
2022 ABRIL,6,"Daddy Yankee, Bad Bunny",X ÚLTIMA VEZ,5,3,1953721
2022 ABRIL,7,"Polimá Westcoast, Young Cister, Cris Mj",SEXTIME,7,2,1743605
2022 ABRIL,8,Standly,Pégate,1,15,1593635
2022 ABRIL,9,"Rauw Alejandro, Chencho Corleone",Desesperados,2,18,1588799
2022 ABRIL,10,Paulo Londra,Plan A,3,4,1531854
2022 ABRIL,11,Harry Styles,As It Was,11,2,1483415
2022 ABRIL,12,"Becky G, KAROL G",MAMIII,2,9,1419967
2022 ABRIL,13,"Pailita, El Casti",Par de Veces,13,2,1384908
2022 ABRIL,14,"Balbi El Chamako, El BAI, Marcianeke, Pailita, Young Cister, Jairo Vera, Harry Nach, Forest, Julianno Sosa, Franco ""El Gorilla"", Cris Mj",Ponle - Remix,7,8,1268260
2022 ABRIL,15,"Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile",Los Malvekes,1,24,1262942
2022 ABRIL,16,El Jordan 23,Anti Rana,7,12,1239473
2022 ABRIL,17,Daddy Yankee,RUMBATÓN,9,3,1230235
2022 ABRIL,18,Nickoog Clk,En El Jacuzzi,18,1,1174537
2022 ABRIL,19,"Standly, El Barto",Mi Gata,1,20,1174055
2022 ABRIL,20,"Alejo, Feid, ROBI",Pantysito,18,4,1089576
2022 ABRIL,21,"El Barto, El Jordan 23, Standly, Drakomafia, Yong Bryel",Flaytiando,11,15,1044976
2022 ABRIL,22,Danny Ocean,Fuera del mercado,22,5,1019601
2022 ABRIL,23,Standly,Bailemos Reggaeton,23,3,1017320
2022 ABRIL,24,Cris Mj,Como Te Va,13,7,1012347
2022 ABRIL,25,Anitta,Envolver,18,6,992770
2022 ABRIL,26,"Tainy, Bad Bunny, Julieta Venegas",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),1,28,987633
2022 ABRIL,27,Paulo Londra,Chance,27,2,981777
2022 ABRIL,28,"La Pantera, Quevedo, Juseph, ABHIR, Bejo, Cruz Cafuné, EL IMA","Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",9,10,899137
2022 ABRIL,29,"Nickoog Clk, Pailita, Simon la Letra, Standly",Phillie y Botella (Remix),17,8,884554
2022 ABRIL,30,"Blessd, Justin Quiles, Lenny Tavárez",Medallo,3,24,877778
2022 ABRIL,31,"JOSEPE EL DEMENTE, Sayian Jimmy",Morena Cachetona,7,15,869721
2022 ABRIL,32,"Lleflight, Pablo Chill-E, Gino Mella, Julianno Sosa, El Jordan 23, King Savagge, Polimá Westcoast, Drago200, Jairo Vera, Galee Galee, Best","FULL PIOLI 2.O (feat. Julianno Sosa, El Jordan 23, King Savagge, Polima West Coast, Drago200, Jairo Vera, Galee Galee, Best)",16,5,834944
2022 ABRIL,33,"Bizarrap, Tiago PZK","Tiago PZK: Bzrp Music Sessions, Vol. 48",11,16,766994
2022 ABRIL,34,Bad Bunny,Yonaguni,1,45,754252
2022 ABRIL,35,Cris Mj,Locura y Maldad,20,26,750254
2022 ABRIL,36,Daddy Yankee,REMIX,12,3,730932
2022 ABRIL,37,Bad Bunny,A Tu Merced,10,111,690402
2022 ABRIL,38,"Mora, Feid",LA INOCENTE,38,2,690003
2022 ABRIL,39,"Polimá Westcoast, Pablo Chill-E, Harry Nach, Galee Galee, ITHAN NY",MONEYMAN (feat. Galee Galee & ITHAN NY),9,19,663615
2022 ABRIL,40,C. Tangana,Demasiadas Mujeres,36,9,654499
2022 ABRIL,41,"Boza, Lunay, Lenny Tavárez, Juhn, Beéle",Ella - Remix,8,24,646899
2022 ABRIL,42,"Pailita, El Casti, Bigcvyu",Hooka,41,17,640272
2022 ABRIL,43,"Harry Nach, ITHAN NY, Galee Galee, Julianno Sosa",Prende el Party,29,6,639194
2022 ABRIL,44,"Standly, Polimá Westcoast",Me Voy Contigo,34,7,637696
2022 ABRIL,45,"Nickoog Clk, Dainesitta",ESE CULITO,45,4,635476
2022 ABRIL,46,Young Cister,Casi Amor De Verano,5,16,626268
2022 ABRIL,47,"Bad Bunny, Daddy Yankee",La Santa,3,111,620381
2022 ABRIL,48,"Dímelo Flow, Dalex, Sech, Justin Quiles, Arcángel, De La Ghetto, Lenny Tavárez",Se Le Ve,25,33,607582
2022 ABRIL,49,"Aventura, Bad Bunny",Volví,1,37,601231
2022 ABRIL,50,"Duki, De La Ghetto, Quevedo",Si Quieren Frontear,50,2,586578
2022 ABRIL,51,Zion & Lennox,Yo Voy (feat. Daddy Yankee),48,8,580883
2022 ABRIL,52,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,11,33,536701
2022 ABRIL,53,Ryan Castro,Jordan,53,8,527315
2022 ABRIL,54,"El Jordan 23, Pipo Beatz",Ando,40,7,526525
2022 ABRIL,55,Marcianeke,Qué Pasa?,3,24,500900
2022 ABRIL,56,"Bad Bunny, JHAYCO",DÁKITI,1,76,498889
2022 ABRIL,57,"Pailita, Marcianeke",Dimelo Ma,2,49,470586
2022 ABRIL,58,"Mora, Bad Bunny, Sech",Volando - Remix,3,40,464002
2022 ABRIL,59,"Rvssian, Rauw Alejandro, Chris Brown",Nostálgico,4,31,461562
2022 ABRIL,60,"Alvaro Diaz, Rauw Alejandro",Problemón,20,17,453892
2022 ABRIL,61,"Anuel AA, Myke Towers, JHAYCO",Súbelo,6,21,439981
2022 ABRIL,62,"Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole",Entre Nosotros (Remix) [con Nicki Nicole],8,15,437843
2022 ABRIL,63,"Young Cister, Duki",DOLCE,32,10,437766
2022 ABRIL,64,"Blessd, Myke Towers, Ovy On The Drums",Tendencia Global,64,4,410150
2022 ABRIL,65,"Drago200, Ak4:20",TOTA,32,31,404719
2022 ABRIL,66,"El Goldo De Las Conec, Marcianeke, King Savagge, Pablito Rolayork, Jairo Vera, Yong Bryel, Tunechikidd, El BAI, Sayian Jimmy, Benja el Menorcito, Benji Gramitos, Jhon Jairo, Lil Geremi, Yiordano Ignacio",Shikipla - Remix,51,6,402404
2022 ABRIL,67,"Nickoog Clk, Izahn, Standly",Mi Waxita,24,17,394621
2022 ABRIL,68,"Daddy Yankee, Sech",PARA SIEMPRE,17,3,393984
2022 ABRIL,69,"Tiago PZK, Trueno",Salimo de Noche,17,25,393204
2022 ABRIL,70,"JHAYCO, Anuel AA",Ley Seca,1,32,384594
2022 ABRIL,71,"zzoilo, Aitana",Mon Amour - Remix,17,29,379647
2022 ABRIL,72,"Daddy Yankee, Myke Towers",PASATIEMPO,20,3,373835
2022 ABRIL,73,"Bad Bunny, Mora",Una Vez,17,111,370251
2022 ABRIL,74,Rauw Alejandro,Todo De Ti,1,47,362685
2022 ABRIL,75,Marcianeke,Waka Waka,24,11,357749
2022 ABRIL,76,DrefQuila,Huella Letal,73,2,355634
2022 ABRIL,77,King Savagge,Pantano,76,8,354075
2022 ABRIL,78,"J Balvin, Bad Bunny",LA CANCIÓN,5,146,353070
2022 ABRIL,79,Maluma,Sobrio,14,40,343692
2022 ABRIL,80,Farruko,Pepas,1,41,341604
2022 ABRIL,81,"Polimá Westcoast, Pablo Chill-E, ARON",Cu4tro,4,32,339836
2022 ABRIL,82,"El Jordan 23, Cris Mj",Ta' Soltera,69,18,332854
2022 ABRIL,83,Sebastian Yatra,Tacones Rojos,49,23,324841
2022 ABRIL,84,ROSALÍA,SAOKO,84,10,323094
